#{"t_start": 1584991346.8195596, "env_id": "RoboschoolPong-v1"}
r,l,t,score_board
-129.495593,25000,58.318092,"{'left': {'oppo_miss_start': 139, 'oppo_slow_ball': 0, 'oppo_miss_catch': 26, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 136, 'oppo_slow_ball': 0, 'oppo_miss_catch': 20, 'oppo_double_hit': 1}}"
-137.495593,26000,60.471081,"{'left': {'oppo_miss_start': 143, 'oppo_slow_ball': 0, 'oppo_miss_catch': 26, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 141, 'oppo_slow_ball': 0, 'oppo_miss_catch': 23, 'oppo_double_hit': 1}}"
-145.495593,27000,62.668189,"{'left': {'oppo_miss_start': 150, 'oppo_slow_ball': 0, 'oppo_miss_catch': 26, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 147, 'oppo_slow_ball': 0, 'oppo_miss_catch': 25, 'oppo_double_hit': 1}}"
-151.466437,28000,64.816975,"{'left': {'oppo_miss_start': 154, 'oppo_slow_ball': 0, 'oppo_miss_catch': 27, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 152, 'oppo_slow_ball': 0, 'oppo_miss_catch': 27, 'oppo_double_hit': 1}}"
-158.466437,29000,67.003457,"{'left': {'oppo_miss_start': 160, 'oppo_slow_ball': 0, 'oppo_miss_catch': 27, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 157, 'oppo_slow_ball': 0, 'oppo_miss_catch': 29, 'oppo_double_hit': 1}}"
-156.452248,30000,69.286431,"{'left': {'oppo_miss_start': 160, 'oppo_slow_ball': 0, 'oppo_miss_catch': 29, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 157, 'oppo_slow_ball': 0, 'oppo_miss_catch': 29, 'oppo_double_hit': 1}}"
-163.441732,31000,71.608259,"{'left': {'oppo_miss_start': 167, 'oppo_slow_ball': 0, 'oppo_miss_catch': 30, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 165, 'oppo_slow_ball': 0, 'oppo_miss_catch': 29, 'oppo_double_hit': 1}}"
-166.436926,32000,73.777773,"{'left': {'oppo_miss_start': 170, 'oppo_slow_ball': 0, 'oppo_miss_catch': 31, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 168, 'oppo_slow_ball': 0, 'oppo_miss_catch': 30, 'oppo_double_hit': 1}}"
-175.436925,33000,76.033317,"{'left': {'oppo_miss_start': 179, 'oppo_slow_ball': 0, 'oppo_miss_catch': 31, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 177, 'oppo_slow_ball': 0, 'oppo_miss_catch': 31, 'oppo_double_hit': 1}}"
-178.398568,34000,78.196729,"{'left': {'oppo_miss_start': 184, 'oppo_slow_ball': 0, 'oppo_miss_catch': 33, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 182, 'oppo_slow_ball': 0, 'oppo_miss_catch': 31, 'oppo_double_hit': 1}}"
-179.352536,35000,80.377108,"{'left': {'oppo_miss_start': 187, 'oppo_slow_ball': 0, 'oppo_miss_catch': 35, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 184, 'oppo_slow_ball': 0, 'oppo_miss_catch': 32, 'oppo_double_hit': 1}}"
-180.322401,36000,82.54134,"{'left': {'oppo_miss_start': 189, 'oppo_slow_ball': 0, 'oppo_miss_catch': 37, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 186, 'oppo_slow_ball': 0, 'oppo_miss_catch': 33, 'oppo_double_hit': 1}}"
-190.322401,37000,84.744341,"{'left': {'oppo_miss_start': 198, 'oppo_slow_ball': 0, 'oppo_miss_catch': 37, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 195, 'oppo_slow_ball': 0, 'oppo_miss_catch': 34, 'oppo_double_hit': 1}}"
-198.303683,38000,86.932018,"{'left': {'oppo_miss_start': 207, 'oppo_slow_ball': 0, 'oppo_miss_catch': 38, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 204, 'oppo_slow_ball': 0, 'oppo_miss_catch': 34, 'oppo_double_hit': 1}}"
-205.303683,39000,89.177162,"{'left': {'oppo_miss_start': 212, 'oppo_slow_ball': 0, 'oppo_miss_catch': 38, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 210, 'oppo_slow_ball': 0, 'oppo_miss_catch': 35, 'oppo_double_hit': 1}}"
-208.282108,40000,91.334673,"{'left': {'oppo_miss_start': 215, 'oppo_slow_ball': 0, 'oppo_miss_catch': 39, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 212, 'oppo_slow_ball': 0, 'oppo_miss_catch': 37, 'oppo_double_hit': 1}}"
-213.245273,41000,93.517132,"{'left': {'oppo_miss_start': 219, 'oppo_slow_ball': 0, 'oppo_miss_catch': 40, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 217, 'oppo_slow_ball': 0, 'oppo_miss_catch': 38, 'oppo_double_hit': 1}}"
-215.203502,42000,95.702656,"{'left': {'oppo_miss_start': 223, 'oppo_slow_ball': 0, 'oppo_miss_catch': 42, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 221, 'oppo_slow_ball': 0, 'oppo_miss_catch': 38, 'oppo_double_hit': 1}}"
-224.203502,43000,97.950108,"{'left': {'oppo_miss_start': 232, 'oppo_slow_ball': 0, 'oppo_miss_catch': 43, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 231, 'oppo_slow_ball': 0, 'oppo_miss_catch': 38, 'oppo_double_hit': 1}}"
-228.167204,44000,100.131379,"{'left': {'oppo_miss_start': 238, 'oppo_slow_ball': 0, 'oppo_miss_catch': 45, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 236, 'oppo_slow_ball': 0, 'oppo_miss_catch': 39, 'oppo_double_hit': 1}}"
-229.167204,45000,102.339489,"{'left': {'oppo_miss_start': 238, 'oppo_slow_ball': 0, 'oppo_miss_catch': 45, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 236, 'oppo_slow_ball': 1, 'oppo_miss_catch': 39, 'oppo_double_hit': 1}}"
-235.139533,46000,104.540851,"{'left': {'oppo_miss_start': 245, 'oppo_slow_ball': 0, 'oppo_miss_catch': 46, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 242, 'oppo_slow_ball': 1, 'oppo_miss_catch': 40, 'oppo_double_hit': 1}}"
-240.136476,47000,106.784856,"{'left': {'oppo_miss_start': 250, 'oppo_slow_ball': 0, 'oppo_miss_catch': 47, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 247, 'oppo_slow_ball': 1, 'oppo_miss_catch': 41, 'oppo_double_hit': 1}}"
-243.09821,48000,109.045022,"{'left': {'oppo_miss_start': 254, 'oppo_slow_ball': 0, 'oppo_miss_catch': 48, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 250, 'oppo_slow_ball': 1, 'oppo_miss_catch': 42, 'oppo_double_hit': 1}}"
-250.064004,49000,111.204148,"{'left': {'oppo_miss_start': 262, 'oppo_slow_ball': 0, 'oppo_miss_catch': 49, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 257, 'oppo_slow_ball': 1, 'oppo_miss_catch': 43, 'oppo_double_hit': 1}}"
-251.034953,50000,113.43501,"{'left': {'oppo_miss_start': 265, 'oppo_slow_ball': 0, 'oppo_miss_catch': 52, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 261, 'oppo_slow_ball': 1, 'oppo_miss_catch': 43, 'oppo_double_hit': 1}}"
-254.008632,51000,115.647371,"{'left': {'oppo_miss_start': 270, 'oppo_slow_ball': 0, 'oppo_miss_catch': 54, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 265, 'oppo_slow_ball': 1, 'oppo_miss_catch': 44, 'oppo_double_hit': 1}}"
-260.972396,52000,117.895551,"{'left': {'oppo_miss_start': 277, 'oppo_slow_ball': 0, 'oppo_miss_catch': 55, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 272, 'oppo_slow_ball': 1, 'oppo_miss_catch': 45, 'oppo_double_hit': 1}}"
-265.965018,53000,120.071638,"{'left': {'oppo_miss_start': 280, 'oppo_slow_ball': 0, 'oppo_miss_catch': 56, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 276, 'oppo_slow_ball': 1, 'oppo_miss_catch': 46, 'oppo_double_hit': 2}}"
-269.957837,54000,122.333995,"{'left': {'oppo_miss_start': 283, 'oppo_slow_ball': 0, 'oppo_miss_catch': 57, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 279, 'oppo_slow_ball': 1, 'oppo_miss_catch': 48, 'oppo_double_hit': 2}}"
-272.955043,55000,124.562425,"{'left': {'oppo_miss_start': 286, 'oppo_slow_ball': 0, 'oppo_miss_catch': 57, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 281, 'oppo_slow_ball': 1, 'oppo_miss_catch': 49, 'oppo_double_hit': 2}}"
-273.950586,56000,126.833948,"{'left': {'oppo_miss_start': 287, 'oppo_slow_ball': 0, 'oppo_miss_catch': 57, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 281, 'oppo_slow_ball': 1, 'oppo_miss_catch': 50, 'oppo_double_hit': 2}}"
-278.950586,57000,129.028932,"{'left': {'oppo_miss_start': 291, 'oppo_slow_ball': 0, 'oppo_miss_catch': 57, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 285, 'oppo_slow_ball': 1, 'oppo_miss_catch': 51, 'oppo_double_hit': 2}}"
-285.934901,58000,131.264,"{'left': {'oppo_miss_start': 298, 'oppo_slow_ball': 0, 'oppo_miss_catch': 58, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 292, 'oppo_slow_ball': 1, 'oppo_miss_catch': 52, 'oppo_double_hit': 2}}"
-293.934901,59000,133.521715,"{'left': {'oppo_miss_start': 306, 'oppo_slow_ball': 0, 'oppo_miss_catch': 58, 'oppo_double_hit': 2, 'not_finish': 0}, 'right': {'oppo_miss_start': 300, 'oppo_slow_ball': 1, 'oppo_miss_catch': 52, 'oppo_double_hit': 2}}"
-295.930778,60000,135.708148,"{'left': {'oppo_miss_start': 310, 'oppo_slow_ball': 0, 'oppo_miss_catch': 59, 'oppo_double_hit': 3, 'not_finish': 0}, 'right': {'oppo_miss_start': 304, 'oppo_slow_ball': 1, 'oppo_miss_catch': 52, 'oppo_double_hit': 2}}"
-299.907678,61000,137.933191,"{'left': {'oppo_miss_start': 314, 'oppo_slow_ball': 0, 'oppo_miss_catch': 60, 'oppo_double_hit': 3, 'not_finish': 0}, 'right': {'oppo_miss_start': 309, 'oppo_slow_ball': 1, 'oppo_miss_catch': 52, 'oppo_double_hit': 2}}"
-307.907678,62000,140.136755,"{'left': {'oppo_miss_start': 320, 'oppo_slow_ball': 0, 'oppo_miss_catch': 61, 'oppo_double_hit': 3, 'not_finish': 0}, 'right': {'oppo_miss_start': 316, 'oppo_slow_ball': 1, 'oppo_miss_catch': 54, 'oppo_double_hit': 2}}"
-315.840415,63000,142.429735,"{'left': {'oppo_miss_start': 329, 'oppo_slow_ball': 0, 'oppo_miss_catch': 61, 'oppo_double_hit': 4, 'not_finish': 0}, 'right': {'oppo_miss_start': 325, 'oppo_slow_ball': 1, 'oppo_miss_catch': 54, 'oppo_double_hit': 2}}"
-324.840415,64000,144.680461,"{'left': {'oppo_miss_start': 338, 'oppo_slow_ball': 0, 'oppo_miss_catch': 61, 'oppo_double_hit': 4, 'not_finish': 0}, 'right': {'oppo_miss_start': 333, 'oppo_slow_ball': 1, 'oppo_miss_catch': 55, 'oppo_double_hit': 2}}"
-323.780793,65000,146.973947,"{'left': {'oppo_miss_start': 340, 'oppo_slow_ball': 0, 'oppo_miss_catch': 64, 'oppo_double_hit': 4, 'not_finish': 0}, 'right': {'oppo_miss_start': 335, 'oppo_slow_ball': 1, 'oppo_miss_catch': 55, 'oppo_double_hit': 2}}"
-327.75077,66000,149.143122,"{'left': {'oppo_miss_start': 346, 'oppo_slow_ball': 0, 'oppo_miss_catch': 66, 'oppo_double_hit': 4, 'not_finish': 0}, 'right': {'oppo_miss_start': 341, 'oppo_slow_ball': 1, 'oppo_miss_catch': 55, 'oppo_double_hit': 2}}"
-335.738325,67000,151.360731,"{'left': {'oppo_miss_start': 354, 'oppo_slow_ball': 0, 'oppo_miss_catch': 67, 'oppo_double_hit': 4, 'not_finish': 0}, 'right': {'oppo_miss_start': 350, 'oppo_slow_ball': 1, 'oppo_miss_catch': 55, 'oppo_double_hit': 2}}"
-342.726668,68000,153.609009,"{'left': {'oppo_miss_start': 362, 'oppo_slow_ball': 0, 'oppo_miss_catch': 68, 'oppo_double_hit': 4, 'not_finish': 0}, 'right': {'oppo_miss_start': 358, 'oppo_slow_ball': 1, 'oppo_miss_catch': 55, 'oppo_double_hit': 2}}"
-350.691272,69000,155.836873,"{'left': {'oppo_miss_start': 370, 'oppo_slow_ball': 0, 'oppo_miss_catch': 68, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 367, 'oppo_slow_ball': 1, 'oppo_miss_catch': 55, 'oppo_double_hit': 2}}"
-352.675977,70000,158.061258,"{'left': {'oppo_miss_start': 373, 'oppo_slow_ball': 0, 'oppo_miss_catch': 70, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 370, 'oppo_slow_ball': 1, 'oppo_miss_catch': 56, 'oppo_double_hit': 2}}"
-362.675977,71000,160.237554,"{'left': {'oppo_miss_start': 382, 'oppo_slow_ball': 0, 'oppo_miss_catch': 70, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 379, 'oppo_slow_ball': 1, 'oppo_miss_catch': 57, 'oppo_double_hit': 2}}"
-373.675977,72000,162.412653,"{'left': {'oppo_miss_start': 392, 'oppo_slow_ball': 0, 'oppo_miss_catch': 70, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 390, 'oppo_slow_ball': 1, 'oppo_miss_catch': 57, 'oppo_double_hit': 2}}"
-380.665862,73000,164.626645,"{'left': {'oppo_miss_start': 400, 'oppo_slow_ball': 0, 'oppo_miss_catch': 71, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 398, 'oppo_slow_ball': 1, 'oppo_miss_catch': 57, 'oppo_double_hit': 2}}"
-387.665862,74000,166.925889,"{'left': {'oppo_miss_start': 406, 'oppo_slow_ball': 0, 'oppo_miss_catch': 71, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 404, 'oppo_slow_ball': 1, 'oppo_miss_catch': 58, 'oppo_double_hit': 2}}"
-391.638474,75000,169.162674,"{'left': {'oppo_miss_start': 411, 'oppo_slow_ball': 0, 'oppo_miss_catch': 73, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 408, 'oppo_slow_ball': 1, 'oppo_miss_catch': 60, 'oppo_double_hit': 2}}"
-399.615817,76000,171.617132,"{'left': {'oppo_miss_start': 419, 'oppo_slow_ball': 0, 'oppo_miss_catch': 74, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 417, 'oppo_slow_ball': 1, 'oppo_miss_catch': 60, 'oppo_double_hit': 2}}"
-409.615817,77000,173.853739,"{'left': {'oppo_miss_start': 428, 'oppo_slow_ball': 0, 'oppo_miss_catch': 74, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 426, 'oppo_slow_ball': 1, 'oppo_miss_catch': 61, 'oppo_double_hit': 2}}"
-415.54268,78000,176.050461,"{'left': {'oppo_miss_start': 436, 'oppo_slow_ball': 0, 'oppo_miss_catch': 75, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 433, 'oppo_slow_ball': 1, 'oppo_miss_catch': 61, 'oppo_double_hit': 2}}"
-415.54268,79000,178.319969,"{'left': {'oppo_miss_start': 436, 'oppo_slow_ball': 0, 'oppo_miss_catch': 75, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 433, 'oppo_slow_ball': 1, 'oppo_miss_catch': 61, 'oppo_double_hit': 2}}"
-419.508133,80000,180.516266,"{'left': {'oppo_miss_start': 441, 'oppo_slow_ball': 1, 'oppo_miss_catch': 76, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 439, 'oppo_slow_ball': 1, 'oppo_miss_catch': 61, 'oppo_double_hit': 2}}"
-427.49379,81000,182.719012,"{'left': {'oppo_miss_start': 450, 'oppo_slow_ball': 1, 'oppo_miss_catch': 77, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 448, 'oppo_slow_ball': 1, 'oppo_miss_catch': 61, 'oppo_double_hit': 2}}"
-431.49379,82000,184.903495,"{'left': {'oppo_miss_start': 452, 'oppo_slow_ball': 1, 'oppo_miss_catch': 77, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 450, 'oppo_slow_ball': 1, 'oppo_miss_catch': 63, 'oppo_double_hit': 2}}"
-435.49379,83000,187.143095,"{'left': {'oppo_miss_start': 453, 'oppo_slow_ball': 1, 'oppo_miss_catch': 77, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 452, 'oppo_slow_ball': 1, 'oppo_miss_catch': 65, 'oppo_double_hit': 2}}"
-441.457886,84000,189.361463,"{'left': {'oppo_miss_start': 457, 'oppo_slow_ball': 1, 'oppo_miss_catch': 78, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 456, 'oppo_slow_ball': 1, 'oppo_miss_catch': 68, 'oppo_double_hit': 2}}"
-440.386252,85000,191.651498,"{'left': {'oppo_miss_start': 461, 'oppo_slow_ball': 1, 'oppo_miss_catch': 82, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 459, 'oppo_slow_ball': 1, 'oppo_miss_catch': 68, 'oppo_double_hit': 2}}"
-439.358809,86000,193.85465,"{'left': {'oppo_miss_start': 461, 'oppo_slow_ball': 1, 'oppo_miss_catch': 83, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 459, 'oppo_slow_ball': 1, 'oppo_miss_catch': 68, 'oppo_double_hit': 2}}"
-443.348104,87000,196.034797,"{'left': {'oppo_miss_start': 467, 'oppo_slow_ball': 1, 'oppo_miss_catch': 85, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 464, 'oppo_slow_ball': 1, 'oppo_miss_catch': 69, 'oppo_double_hit': 2}}"
-453.328312,88000,198.237194,"{'left': {'oppo_miss_start': 476, 'oppo_slow_ball': 1, 'oppo_miss_catch': 85, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 473, 'oppo_slow_ball': 1, 'oppo_miss_catch': 70, 'oppo_double_hit': 2}}"
-453.32037,89000,200.408093,"{'left': {'oppo_miss_start': 478, 'oppo_slow_ball': 1, 'oppo_miss_catch': 86, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 474, 'oppo_slow_ball': 1, 'oppo_miss_catch': 70, 'oppo_double_hit': 2}}"
-459.258901,90000,202.602695,"{'left': {'oppo_miss_start': 484, 'oppo_slow_ball': 1, 'oppo_miss_catch': 88, 'oppo_double_hit': 5, 'not_finish': 0}, 'right': {'oppo_miss_start': 481, 'oppo_slow_ball': 1, 'oppo_miss_catch': 71, 'oppo_double_hit': 2}}"
