#{"t_start": 1573703793.449932, "env_id": "RoboschoolPong-v1"}
r,l,t,score_board
-76.925681,11000,38.172415,"{'left': {'oppo_miss_start': 64, 'oppo_slow_ball': 0, 'oppo_miss_catch': 6, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 64, 'oppo_slow_ball': 0, 'oppo_miss_catch': 19, 'oppo_double_hit': 0}}"
-81.925681,12000,40.641315,"{'left': {'oppo_miss_start': 68, 'oppo_slow_ball': 0, 'oppo_miss_catch': 6, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 67, 'oppo_slow_ball': 0, 'oppo_miss_catch': 21, 'oppo_double_hit': 0}}"
-88.922029,13000,43.090894,"{'left': {'oppo_miss_start': 72, 'oppo_slow_ball': 0, 'oppo_miss_catch': 6, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 72, 'oppo_slow_ball': 0, 'oppo_miss_catch': 23, 'oppo_double_hit': 0}}"
-89.912873,14000,45.533844,"{'left': {'oppo_miss_start': 74, 'oppo_slow_ball': 0, 'oppo_miss_catch': 7, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 73, 'oppo_slow_ball': 0, 'oppo_miss_catch': 24, 'oppo_double_hit': 0}}"
-89.911209,15000,48.058381,"{'left': {'oppo_miss_start': 74, 'oppo_slow_ball': 0, 'oppo_miss_catch': 7, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 73, 'oppo_slow_ball': 0, 'oppo_miss_catch': 24, 'oppo_double_hit': 0}}"
-99.890934,16000,50.537163,"{'left': {'oppo_miss_start': 81, 'oppo_slow_ball': 0, 'oppo_miss_catch': 7, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 79, 'oppo_slow_ball': 1, 'oppo_miss_catch': 27, 'oppo_double_hit': 0}}"
-109.890934,17000,53.06957,"{'left': {'oppo_miss_start': 90, 'oppo_slow_ball': 0, 'oppo_miss_catch': 7, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 88, 'oppo_slow_ball': 1, 'oppo_miss_catch': 28, 'oppo_double_hit': 0}}"
-115.884715,18000,55.523533,"{'left': {'oppo_miss_start': 96, 'oppo_slow_ball': 0, 'oppo_miss_catch': 8, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 94, 'oppo_slow_ball': 1, 'oppo_miss_catch': 29, 'oppo_double_hit': 0}}"
-126.884715,19000,57.957767,"{'left': {'oppo_miss_start': 104, 'oppo_slow_ball': 0, 'oppo_miss_catch': 8, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 102, 'oppo_slow_ball': 1, 'oppo_miss_catch': 32, 'oppo_double_hit': 0}}"
-136.884715,20000,60.404402,"{'left': {'oppo_miss_start': 110, 'oppo_slow_ball': 0, 'oppo_miss_catch': 8, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 107, 'oppo_slow_ball': 1, 'oppo_miss_catch': 37, 'oppo_double_hit': 0}}"
-144.871487,21000,62.816548,"{'left': {'oppo_miss_start': 115, 'oppo_slow_ball': 0, 'oppo_miss_catch': 9, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 113, 'oppo_slow_ball': 1, 'oppo_miss_catch': 40, 'oppo_double_hit': 0}}"
-154.871487,22000,65.297754,"{'left': {'oppo_miss_start': 124, 'oppo_slow_ball': 0, 'oppo_miss_catch': 9, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 122, 'oppo_slow_ball': 1, 'oppo_miss_catch': 41, 'oppo_double_hit': 0}}"
-163.837234,23000,67.734599,"{'left': {'oppo_miss_start': 130, 'oppo_slow_ball': 0, 'oppo_miss_catch': 10, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 128, 'oppo_slow_ball': 1, 'oppo_miss_catch': 45, 'oppo_double_hit': 0}}"
-172.812912,24000,70.198083,"{'left': {'oppo_miss_start': 137, 'oppo_slow_ball': 0, 'oppo_miss_catch': 11, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 136, 'oppo_slow_ball': 1, 'oppo_miss_catch': 47, 'oppo_double_hit': 0}}"
-181.812912,25000,72.65318,"{'left': {'oppo_miss_start': 145, 'oppo_slow_ball': 0, 'oppo_miss_catch': 11, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 144, 'oppo_slow_ball': 1, 'oppo_miss_catch': 48, 'oppo_double_hit': 0}}"
-190.77567,26000,75.101295,"{'left': {'oppo_miss_start': 152, 'oppo_slow_ball': 0, 'oppo_miss_catch': 11, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 150, 'oppo_slow_ball': 1, 'oppo_miss_catch': 51, 'oppo_double_hit': 0}}"
-198.739499,27000,77.584245,"{'left': {'oppo_miss_start': 157, 'oppo_slow_ball': 0, 'oppo_miss_catch': 11, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 153, 'oppo_slow_ball': 1, 'oppo_miss_catch': 56, 'oppo_double_hit': 0}}"
-204.672687,28000,80.081088,"{'left': {'oppo_miss_start': 161, 'oppo_slow_ball': 0, 'oppo_miss_catch': 13, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 159, 'oppo_slow_ball': 1, 'oppo_miss_catch': 58, 'oppo_double_hit': 0}}"
-205.672687,29000,82.608462,"{'left': {'oppo_miss_start': 161, 'oppo_slow_ball': 0, 'oppo_miss_catch': 13, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 159, 'oppo_slow_ball': 2, 'oppo_miss_catch': 58, 'oppo_double_hit': 0}}"
-215.672687,30000,85.118973,"{'left': {'oppo_miss_start': 171, 'oppo_slow_ball': 0, 'oppo_miss_catch': 13, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 168, 'oppo_slow_ball': 2, 'oppo_miss_catch': 59, 'oppo_double_hit': 0}}"
-223.659998,31000,87.616638,"{'left': {'oppo_miss_start': 177, 'oppo_slow_ball': 0, 'oppo_miss_catch': 13, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 175, 'oppo_slow_ball': 2, 'oppo_miss_catch': 60, 'oppo_double_hit': 0}}"
-226.590513,32000,90.106863,"{'left': {'oppo_miss_start': 181, 'oppo_slow_ball': 0, 'oppo_miss_catch': 16, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 180, 'oppo_slow_ball': 2, 'oppo_miss_catch': 61, 'oppo_double_hit': 0}}"
-234.574361,33000,92.637196,"{'left': {'oppo_miss_start': 188, 'oppo_slow_ball': 0, 'oppo_miss_catch': 17, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 187, 'oppo_slow_ball': 2, 'oppo_miss_catch': 63, 'oppo_double_hit': 0}}"
-241.561068,34000,95.081806,"{'left': {'oppo_miss_start': 195, 'oppo_slow_ball': 0, 'oppo_miss_catch': 18, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 193, 'oppo_slow_ball': 2, 'oppo_miss_catch': 65, 'oppo_double_hit': 0}}"
-246.518519,35000,97.570002,"{'left': {'oppo_miss_start': 199, 'oppo_slow_ball': 0, 'oppo_miss_catch': 19, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 197, 'oppo_slow_ball': 2, 'oppo_miss_catch': 67, 'oppo_double_hit': 0}}"
-256.518519,36000,100.057799,"{'left': {'oppo_miss_start': 208, 'oppo_slow_ball': 0, 'oppo_miss_catch': 19, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 206, 'oppo_slow_ball': 2, 'oppo_miss_catch': 68, 'oppo_double_hit': 0}}"
-263.457809,37000,102.503057,"{'left': {'oppo_miss_start': 216, 'oppo_slow_ball': 0, 'oppo_miss_catch': 20, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 213, 'oppo_slow_ball': 2, 'oppo_miss_catch': 69, 'oppo_double_hit': 0}}"
-273.415244,38000,104.992013,"{'left': {'oppo_miss_start': 224, 'oppo_slow_ball': 0, 'oppo_miss_catch': 21, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 223, 'oppo_slow_ball': 2, 'oppo_miss_catch': 70, 'oppo_double_hit': 0}}"
-278.368901,39000,107.442065,"{'left': {'oppo_miss_start': 229, 'oppo_slow_ball': 0, 'oppo_miss_catch': 22, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 227, 'oppo_slow_ball': 2, 'oppo_miss_catch': 71, 'oppo_double_hit': 1}}"
-285.357825,40000,109.918327,"{'left': {'oppo_miss_start': 238, 'oppo_slow_ball': 0, 'oppo_miss_catch': 23, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 235, 'oppo_slow_ball': 2, 'oppo_miss_catch': 71, 'oppo_double_hit': 1}}"
-295.357825,41000,112.418399,"{'left': {'oppo_miss_start': 246, 'oppo_slow_ball': 0, 'oppo_miss_catch': 23, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 243, 'oppo_slow_ball': 2, 'oppo_miss_catch': 73, 'oppo_double_hit': 1}}"
-298.331428,42000,114.94256,"{'left': {'oppo_miss_start': 248, 'oppo_slow_ball': 0, 'oppo_miss_catch': 24, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 246, 'oppo_slow_ball': 2, 'oppo_miss_catch': 74, 'oppo_double_hit': 1}}"
-306.309472,43000,117.480992,"{'left': {'oppo_miss_start': 256, 'oppo_slow_ball': 0, 'oppo_miss_catch': 25, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 254, 'oppo_slow_ball': 2, 'oppo_miss_catch': 75, 'oppo_double_hit': 1}}"
-314.253051,44000,119.984121,"{'left': {'oppo_miss_start': 264, 'oppo_slow_ball': 0, 'oppo_miss_catch': 26, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 261, 'oppo_slow_ball': 2, 'oppo_miss_catch': 77, 'oppo_double_hit': 1}}"
-317.230114,45000,122.473076,"{'left': {'oppo_miss_start': 270, 'oppo_slow_ball': 0, 'oppo_miss_catch': 29, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 267, 'oppo_slow_ball': 2, 'oppo_miss_catch': 77, 'oppo_double_hit': 1}}"
-328.230114,46000,124.98117,"{'left': {'oppo_miss_start': 276, 'oppo_slow_ball': 0, 'oppo_miss_catch': 29, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 273, 'oppo_slow_ball': 2, 'oppo_miss_catch': 82, 'oppo_double_hit': 1}}"
-333.189804,47000,127.49989,"{'left': {'oppo_miss_start': 280, 'oppo_slow_ball': 0, 'oppo_miss_catch': 30, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 277, 'oppo_slow_ball': 2, 'oppo_miss_catch': 84, 'oppo_double_hit': 1}}"
-340.171267,48000,129.962177,"{'left': {'oppo_miss_start': 287, 'oppo_slow_ball': 0, 'oppo_miss_catch': 31, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 284, 'oppo_slow_ball': 2, 'oppo_miss_catch': 85, 'oppo_double_hit': 1}}"
-346.171267,49000,132.427757,"{'left': {'oppo_miss_start': 291, 'oppo_slow_ball': 0, 'oppo_miss_catch': 31, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 289, 'oppo_slow_ball': 2, 'oppo_miss_catch': 86, 'oppo_double_hit': 1}}"
-355.142016,50000,134.946929,"{'left': {'oppo_miss_start': 299, 'oppo_slow_ball': 0, 'oppo_miss_catch': 32, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 296, 'oppo_slow_ball': 2, 'oppo_miss_catch': 88, 'oppo_double_hit': 2}}"
-358.085846,51000,137.494672,"{'left': {'oppo_miss_start': 303, 'oppo_slow_ball': 0, 'oppo_miss_catch': 33, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 298, 'oppo_slow_ball': 2, 'oppo_miss_catch': 90, 'oppo_double_hit': 2}}"
-362.081909,52000,139.999603,"{'left': {'oppo_miss_start': 307, 'oppo_slow_ball': 0, 'oppo_miss_catch': 34, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 302, 'oppo_slow_ball': 2, 'oppo_miss_catch': 91, 'oppo_double_hit': 2}}"
-366.073822,53000,142.486247,"{'left': {'oppo_miss_start': 311, 'oppo_slow_ball': 0, 'oppo_miss_catch': 35, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 306, 'oppo_slow_ball': 2, 'oppo_miss_catch': 92, 'oppo_double_hit': 2}}"
-368.054102,54000,144.991088,"{'left': {'oppo_miss_start': 315, 'oppo_slow_ball': 0, 'oppo_miss_catch': 37, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 310, 'oppo_slow_ball': 2, 'oppo_miss_catch': 92, 'oppo_double_hit': 2}}"
-372.054102,55000,147.526712,"{'left': {'oppo_miss_start': 318, 'oppo_slow_ball': 0, 'oppo_miss_catch': 38, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 314, 'oppo_slow_ball': 2, 'oppo_miss_catch': 93, 'oppo_double_hit': 2}}"
-379.010552,56000,149.980109,"{'left': {'oppo_miss_start': 326, 'oppo_slow_ball': 0, 'oppo_miss_catch': 39, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 322, 'oppo_slow_ball': 2, 'oppo_miss_catch': 93, 'oppo_double_hit': 2}}"
-389.010552,57000,152.510108,"{'left': {'oppo_miss_start': 334, 'oppo_slow_ball': 0, 'oppo_miss_catch': 40, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 331, 'oppo_slow_ball': 2, 'oppo_miss_catch': 95, 'oppo_double_hit': 2}}"
-396.964686,58000,155.045386,"{'left': {'oppo_miss_start': 341, 'oppo_slow_ball': 0, 'oppo_miss_catch': 41, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 338, 'oppo_slow_ball': 2, 'oppo_miss_catch': 97, 'oppo_double_hit': 2}}"
-404.960608,59000,157.517335,"{'left': {'oppo_miss_start': 347, 'oppo_slow_ball': 0, 'oppo_miss_catch': 42, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 344, 'oppo_slow_ball': 2, 'oppo_miss_catch': 100, 'oppo_double_hit': 2}}"
-411.960608,60000,160.002269,"{'left': {'oppo_miss_start': 351, 'oppo_slow_ball': 0, 'oppo_miss_catch': 42, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 349, 'oppo_slow_ball': 2, 'oppo_miss_catch': 102, 'oppo_double_hit': 2}}"
-415.960608,61000,162.462274,"{'left': {'oppo_miss_start': 355, 'oppo_slow_ball': 0, 'oppo_miss_catch': 42, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 352, 'oppo_slow_ball': 2, 'oppo_miss_catch': 103, 'oppo_double_hit': 2}}"
-427.959511,62000,164.962449,"{'left': {'oppo_miss_start': 363, 'oppo_slow_ball': 0, 'oppo_miss_catch': 42, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 360, 'oppo_slow_ball': 2, 'oppo_miss_catch': 106, 'oppo_double_hit': 3}}"
-433.959511,63000,167.482826,"{'left': {'oppo_miss_start': 369, 'oppo_slow_ball': 0, 'oppo_miss_catch': 42, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 366, 'oppo_slow_ball': 2, 'oppo_miss_catch': 106, 'oppo_double_hit': 3}}"
-439.915018,64000,169.947435,"{'left': {'oppo_miss_start': 372, 'oppo_slow_ball': 0, 'oppo_miss_catch': 42, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 368, 'oppo_slow_ball': 2, 'oppo_miss_catch': 110, 'oppo_double_hit': 3}}"
-447.89927,65000,172.48226,"{'left': {'oppo_miss_start': 379, 'oppo_slow_ball': 0, 'oppo_miss_catch': 43, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 375, 'oppo_slow_ball': 2, 'oppo_miss_catch': 112, 'oppo_double_hit': 3}}"
-453.890797,66000,174.979347,"{'left': {'oppo_miss_start': 385, 'oppo_slow_ball': 0, 'oppo_miss_catch': 44, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 381, 'oppo_slow_ball': 2, 'oppo_miss_catch': 113, 'oppo_double_hit': 3}}"
-457.876035,67000,177.418191,"{'left': {'oppo_miss_start': 390, 'oppo_slow_ball': 0, 'oppo_miss_catch': 45, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 386, 'oppo_slow_ball': 2, 'oppo_miss_catch': 113, 'oppo_double_hit': 3}}"
-460.876035,68000,179.939432,"{'left': {'oppo_miss_start': 394, 'oppo_slow_ball': 0, 'oppo_miss_catch': 46, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 390, 'oppo_slow_ball': 2, 'oppo_miss_catch': 113, 'oppo_double_hit': 3}}"
-470.876035,69000,182.44334,"{'left': {'oppo_miss_start': 401, 'oppo_slow_ball': 0, 'oppo_miss_catch': 46, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 398, 'oppo_slow_ball': 2, 'oppo_miss_catch': 115, 'oppo_double_hit': 3}}"
-478.8616,70000,184.927903,"{'left': {'oppo_miss_start': 408, 'oppo_slow_ball': 0, 'oppo_miss_catch': 47, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 405, 'oppo_slow_ball': 2, 'oppo_miss_catch': 117, 'oppo_double_hit': 3}}"
-480.857016,71000,187.468004,"{'left': {'oppo_miss_start': 410, 'oppo_slow_ball': 0, 'oppo_miss_catch': 47, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 406, 'oppo_slow_ball': 2, 'oppo_miss_catch': 118, 'oppo_double_hit': 3}}"
-489.849125,72000,189.973598,"{'left': {'oppo_miss_start': 418, 'oppo_slow_ball': 0, 'oppo_miss_catch': 48, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 414, 'oppo_slow_ball': 2, 'oppo_miss_catch': 119, 'oppo_double_hit': 4}}"
-497.834381,73000,192.477082,"{'left': {'oppo_miss_start': 422, 'oppo_slow_ball': 0, 'oppo_miss_catch': 48, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 417, 'oppo_slow_ball': 2, 'oppo_miss_catch': 124, 'oppo_double_hit': 4}}"
-508.790625,74000,194.964881,"{'left': {'oppo_miss_start': 428, 'oppo_slow_ball': 0, 'oppo_miss_catch': 49, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 424, 'oppo_slow_ball': 2, 'oppo_miss_catch': 129, 'oppo_double_hit': 4}}"
-518.790625,75000,197.502727,"{'left': {'oppo_miss_start': 438, 'oppo_slow_ball': 0, 'oppo_miss_catch': 49, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 433, 'oppo_slow_ball': 2, 'oppo_miss_catch': 130, 'oppo_double_hit': 4}}"
-530.790625,76000,200.025261,"{'left': {'oppo_miss_start': 446, 'oppo_slow_ball': 0, 'oppo_miss_catch': 49, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 442, 'oppo_slow_ball': 2, 'oppo_miss_catch': 133, 'oppo_double_hit': 4}}"
-540.790625,77000,202.497165,"{'left': {'oppo_miss_start': 457, 'oppo_slow_ball': 0, 'oppo_miss_catch': 49, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 452, 'oppo_slow_ball': 2, 'oppo_miss_catch': 133, 'oppo_double_hit': 4}}"
-546.755876,78000,204.987196,"{'left': {'oppo_miss_start': 462, 'oppo_slow_ball': 0, 'oppo_miss_catch': 51, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 458, 'oppo_slow_ball': 2, 'oppo_miss_catch': 135, 'oppo_double_hit': 4}}"
-547.74304,79000,207.456809,"{'left': {'oppo_miss_start': 463, 'oppo_slow_ball': 0, 'oppo_miss_catch': 51, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 458, 'oppo_slow_ball': 2, 'oppo_miss_catch': 136, 'oppo_double_hit': 4}}"
-547.741933,80000,209.97841,"{'left': {'oppo_miss_start': 464, 'oppo_slow_ball': 0, 'oppo_miss_catch': 51, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 458, 'oppo_slow_ball': 2, 'oppo_miss_catch': 136, 'oppo_double_hit': 4}}"
-555.741933,81000,212.440376,"{'left': {'oppo_miss_start': 469, 'oppo_slow_ball': 0, 'oppo_miss_catch': 51, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 463, 'oppo_slow_ball': 3, 'oppo_miss_catch': 138, 'oppo_double_hit': 4}}"
-563.722732,82000,214.957947,"{'left': {'oppo_miss_start': 473, 'oppo_slow_ball': 0, 'oppo_miss_catch': 51, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 466, 'oppo_slow_ball': 3, 'oppo_miss_catch': 143, 'oppo_double_hit': 4}}"
-567.720807,83000,217.455067,"{'left': {'oppo_miss_start': 477, 'oppo_slow_ball': 0, 'oppo_miss_catch': 51, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 469, 'oppo_slow_ball': 3, 'oppo_miss_catch': 144, 'oppo_double_hit': 4}}"
-572.695737,84000,219.911936,"{'left': {'oppo_miss_start': 482, 'oppo_slow_ball': 0, 'oppo_miss_catch': 51, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 473, 'oppo_slow_ball': 4, 'oppo_miss_catch': 144, 'oppo_double_hit': 4}}"
-578.681808,85000,222.414172,"{'left': {'oppo_miss_start': 490, 'oppo_slow_ball': 0, 'oppo_miss_catch': 53, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 481, 'oppo_slow_ball': 4, 'oppo_miss_catch': 144, 'oppo_double_hit': 4}}"
-589.681808,86000,224.877119,"{'left': {'oppo_miss_start': 498, 'oppo_slow_ball': 0, 'oppo_miss_catch': 53, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 490, 'oppo_slow_ball': 4, 'oppo_miss_catch': 146, 'oppo_double_hit': 4}}"
-595.589309,87000,227.397677,"{'left': {'oppo_miss_start': 506, 'oppo_slow_ball': 0, 'oppo_miss_catch': 55, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 497, 'oppo_slow_ball': 4, 'oppo_miss_catch': 146, 'oppo_double_hit': 5}}"
-601.534231,88000,229.948657,"{'left': {'oppo_miss_start': 509, 'oppo_slow_ball': 0, 'oppo_miss_catch': 56, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 500, 'oppo_slow_ball': 4, 'oppo_miss_catch': 150, 'oppo_double_hit': 5}}"
-607.526636,89000,232.482285,"{'left': {'oppo_miss_start': 515, 'oppo_slow_ball': 0, 'oppo_miss_catch': 57, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 506, 'oppo_slow_ball': 4, 'oppo_miss_catch': 151, 'oppo_double_hit': 5}}"
-615.501321,90000,234.987843,"{'left': {'oppo_miss_start': 520, 'oppo_slow_ball': 0, 'oppo_miss_catch': 58, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 511, 'oppo_slow_ball': 4, 'oppo_miss_catch': 155, 'oppo_double_hit': 5}}"
