#{"t_start": 1573703793.0821815, "env_id": "RoboschoolPong-v1"}
r,l,t,score_board
-5270.567167,923000,1981.555356,"{'left': {'oppo_miss_start': 5111, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1187, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5018, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1424, 'oppo_double_hit': 27}}"
-5272.526509,924000,1983.549527,"{'left': {'oppo_miss_start': 5113, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1190, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5020, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1427, 'oppo_double_hit': 27}}"
-5273.499883,925000,1985.545012,"{'left': {'oppo_miss_start': 5116, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1192, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5023, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1427, 'oppo_double_hit': 27}}"
-5277.408166,926000,1987.551363,"{'left': {'oppo_miss_start': 5121, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1195, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5028, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1429, 'oppo_double_hit': 27}}"
-5277.358497,927000,1989.57075,"{'left': {'oppo_miss_start': 5124, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1198, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5031, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1429, 'oppo_double_hit': 27}}"
-5279.298606,928000,1991.5918,"{'left': {'oppo_miss_start': 5127, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1200, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5032, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1432, 'oppo_double_hit': 27}}"
-5286.241203,929000,1993.578456,"{'left': {'oppo_miss_start': 5135, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1201, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5038, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1433, 'oppo_double_hit': 28}}"
-5290.187581,930000,1995.610938,"{'left': {'oppo_miss_start': 5140, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1204, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5043, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1435, 'oppo_double_hit': 28}}"
-5291.145396,931000,1997.658967,"{'left': {'oppo_miss_start': 5143, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1208, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5047, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1436, 'oppo_double_hit': 28}}"
-5297.11769,932000,1999.592949,"{'left': {'oppo_miss_start': 5151, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1209, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5053, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1437, 'oppo_double_hit': 28}}"
-5299.056056,933000,2001.620401,"{'left': {'oppo_miss_start': 5154, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1212, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5056, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1439, 'oppo_double_hit': 28}}"
-5297.982662,934000,2003.650963,"{'left': {'oppo_miss_start': 5158, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1216, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5059, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1439, 'oppo_double_hit': 28}}"
-5296.96224,935000,2005.605247,"{'left': {'oppo_miss_start': 5160, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1219, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5061, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1439, 'oppo_double_hit': 28}}"
-5305.951328,936000,2007.498672,"{'left': {'oppo_miss_start': 5167, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1220, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5069, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1441, 'oppo_double_hit': 28}}"
-5306.920871,937000,2009.429326,"{'left': {'oppo_miss_start': 5169, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1222, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5070, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1443, 'oppo_double_hit': 28}}"
-5307.895655,938000,2011.348503,"{'left': {'oppo_miss_start': 5171, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1225, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5073, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1444, 'oppo_double_hit': 28}}"
-5311.87744,939000,2013.210359,"{'left': {'oppo_miss_start': 5175, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1225, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5075, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1446, 'oppo_double_hit': 28}}"
-5308.810189,940000,2015.060912,"{'left': {'oppo_miss_start': 5175, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1228, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5075, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1446, 'oppo_double_hit': 28}}"
-5307.776721,941000,2016.938585,"{'left': {'oppo_miss_start': 5177, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1232, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5077, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1446, 'oppo_double_hit': 29}}"
-5309.724679,942000,2018.77028,"{'left': {'oppo_miss_start': 5181, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1235, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5080, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1448, 'oppo_double_hit': 29}}"
-5319.687093,943000,2020.682201,"{'left': {'oppo_miss_start': 5189, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1235, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5086, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1451, 'oppo_double_hit': 30}}"
-5317.58279,944000,2022.582241,"{'left': {'oppo_miss_start': 5192, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1240, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5089, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1451, 'oppo_double_hit': 30}}"
-5320.512978,945000,2024.510628,"{'left': {'oppo_miss_start': 5195, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1242, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5091, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1454, 'oppo_double_hit': 30}}"
-5320.444599,946000,2026.489541,"{'left': {'oppo_miss_start': 5199, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1246, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5094, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1455, 'oppo_double_hit': 30}}"
-5321.414584,947000,2028.492519,"{'left': {'oppo_miss_start': 5200, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1246, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5094, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1456, 'oppo_double_hit': 30}}"
-5322.359395,948000,2030.518018,"{'left': {'oppo_miss_start': 5204, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1249, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5097, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1457, 'oppo_double_hit': 30}}"
-5321.249248,949000,2032.544454,"{'left': {'oppo_miss_start': 5207, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1254, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5100, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1458, 'oppo_double_hit': 30}}"
-5322.166344,950000,2034.554952,"{'left': {'oppo_miss_start': 5209, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1257, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5103, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1459, 'oppo_double_hit': 30}}"
-5325.110887,951000,2036.553328,"{'left': {'oppo_miss_start': 5212, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1260, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5105, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1463, 'oppo_double_hit': 30}}"
-5327.089677,952000,2038.622639,"{'left': {'oppo_miss_start': 5216, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1262, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5107, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1464, 'oppo_double_hit': 31}}"
-5327.038776,953000,2040.708515,"{'left': {'oppo_miss_start': 5219, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1265, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5110, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1464, 'oppo_double_hit': 31}}"
-5328.962497,954000,2042.771823,"{'left': {'oppo_miss_start': 5224, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1269, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5114, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1466, 'oppo_double_hit': 31}}"
-5324.821882,955000,2044.93023,"{'left': {'oppo_miss_start': 5225, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1274, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5115, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1466, 'oppo_double_hit': 31}}"
-5324.700359,956000,2046.95752,"{'left': {'oppo_miss_start': 5227, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1277, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5116, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1468, 'oppo_double_hit': 31}}"
-5330.63235,957000,2049.051882,"{'left': {'oppo_miss_start': 5233, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1278, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5121, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1470, 'oppo_double_hit': 31}}"
-5324.50155,958000,2051.104388,"{'left': {'oppo_miss_start': 5234, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1285, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5122, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1470, 'oppo_double_hit': 31}}"
-5323.466166,959000,2053.130295,"{'left': {'oppo_miss_start': 5235, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1289, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5124, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1471, 'oppo_double_hit': 31}}"
-5321.411689,960000,2055.155363,"{'left': {'oppo_miss_start': 5236, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1292, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5124, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1472, 'oppo_double_hit': 31}}"
-5322.300765,961000,2057.174903,"{'left': {'oppo_miss_start': 5238, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1296, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5126, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1475, 'oppo_double_hit': 31}}"
-5318.224275,962000,2059.214464,"{'left': {'oppo_miss_start': 5239, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1302, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5128, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1475, 'oppo_double_hit': 31}}"
-5312.058179,963000,2061.295591,"{'left': {'oppo_miss_start': 5241, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1309, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5129, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1475, 'oppo_double_hit': 31}}"
-5312.947634,964000,2063.31102,"{'left': {'oppo_miss_start': 5243, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1312, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5130, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1478, 'oppo_double_hit': 31}}"
-5306.834808,965000,2065.298727,"{'left': {'oppo_miss_start': 5243, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1318, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5130, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1478, 'oppo_double_hit': 31}}"
-5306.780255,966000,2067.293229,"{'left': {'oppo_miss_start': 5246, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1322, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5133, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1479, 'oppo_double_hit': 31}}"
-5301.625037,967000,2069.291791,"{'left': {'oppo_miss_start': 5247, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1328, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5134, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1479, 'oppo_double_hit': 31}}"
-5304.593476,968000,2071.274174,"{'left': {'oppo_miss_start': 5252, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1331, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5138, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1480, 'oppo_double_hit': 32}}"
-5308.528671,969000,2073.259227,"{'left': {'oppo_miss_start': 5256, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1333, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5141, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1483, 'oppo_double_hit': 32}}"
-5314.452984,970000,2075.229239,"{'left': {'oppo_miss_start': 5262, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1335, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5146, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1485, 'oppo_double_hit': 33}}"
-5315.390263,971000,2077.263353,"{'left': {'oppo_miss_start': 5265, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1337, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5149, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1485, 'oppo_double_hit': 33}}"
-5316.249564,972000,2079.20898,"{'left': {'oppo_miss_start': 5269, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1341, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5152, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1486, 'oppo_double_hit': 34}}"
-5315.18175,973000,2081.19192,"{'left': {'oppo_miss_start': 5272, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1345, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5154, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1487, 'oppo_double_hit': 34}}"
-5320.146405,974000,2083.199485,"{'left': {'oppo_miss_start': 5278, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1346, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5158, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1489, 'oppo_double_hit': 34}}"
-5317.117669,975000,2085.198366,"{'left': {'oppo_miss_start': 5278, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1350, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5159, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1489, 'oppo_double_hit': 34}}"
-5318.997413,976000,2087.220886,"{'left': {'oppo_miss_start': 5281, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1353, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5161, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1492, 'oppo_double_hit': 34}}"
-5317.79084,977000,2089.246679,"{'left': {'oppo_miss_start': 5283, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1358, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5163, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1494, 'oppo_double_hit': 34}}"
-5318.716724,978000,2091.307797,"{'left': {'oppo_miss_start': 5286, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1362, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5165, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1497, 'oppo_double_hit': 34}}"
-5320.622461,979000,2093.381782,"{'left': {'oppo_miss_start': 5292, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1366, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5171, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1497, 'oppo_double_hit': 34}}"
-5316.511124,980000,2095.458623,"{'left': {'oppo_miss_start': 5294, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1372, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5173, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1497, 'oppo_double_hit': 34}}"
-5312.393573,981000,2097.52493,"{'left': {'oppo_miss_start': 5294, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1377, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5174, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1497, 'oppo_double_hit': 34}}"
-5308.249312,982000,2099.638325,"{'left': {'oppo_miss_start': 5295, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1383, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5175, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1498, 'oppo_double_hit': 34}}"
-5306.186606,983000,2101.681366,"{'left': {'oppo_miss_start': 5298, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1388, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5178, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1498, 'oppo_double_hit': 34}}"
-5312.099854,984000,2103.812043,"{'left': {'oppo_miss_start': 5305, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1390, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5185, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1499, 'oppo_double_hit': 34}}"
-5315.074763,985000,2105.878174,"{'left': {'oppo_miss_start': 5308, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1392, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5187, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1502, 'oppo_double_hit': 34}}"
-5312.030575,986000,2108.023015,"{'left': {'oppo_miss_start': 5309, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1396, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5188, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1502, 'oppo_double_hit': 34}}"
-5316.983561,987000,2110.12997,"{'left': {'oppo_miss_start': 5315, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1397, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5191, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1504, 'oppo_double_hit': 35}}"
-5312.888987,988000,2112.14764,"{'left': {'oppo_miss_start': 5315, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1401, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5191, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1504, 'oppo_double_hit': 35}}"
-5314.794518,989000,2114.180662,"{'left': {'oppo_miss_start': 5318, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1404, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5193, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1507, 'oppo_double_hit': 35}}"
-5306.652657,990000,2116.274704,"{'left': {'oppo_miss_start': 5318, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1412, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5193, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1507, 'oppo_double_hit': 35}}"
-5310.584305,991000,2118.372112,"{'left': {'oppo_miss_start': 5321, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1413, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5195, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1509, 'oppo_double_hit': 36}}"
-5309.460964,992000,2120.420416,"{'left': {'oppo_miss_start': 5324, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1418, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5198, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1510, 'oppo_double_hit': 36}}"
-5304.319875,993000,2122.557175,"{'left': {'oppo_miss_start': 5326, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1425, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5200, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1510, 'oppo_double_hit': 36}}"
-5302.178918,994000,2124.709692,"{'left': {'oppo_miss_start': 5329, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1430, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5203, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1510, 'oppo_double_hit': 36}}"
-5301.065281,995000,2126.821233,"{'left': {'oppo_miss_start': 5331, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1434, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5204, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1512, 'oppo_double_hit': 36}}"
-5298.966376,996000,2128.956644,"{'left': {'oppo_miss_start': 5332, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1439, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5205, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1514, 'oppo_double_hit': 36}}"
-5302.873464,997000,2131.029053,"{'left': {'oppo_miss_start': 5337, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1439, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5206, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1517, 'oppo_double_hit': 36}}"
-5301.816641,998000,2133.207782,"{'left': {'oppo_miss_start': 5339, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1442, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5208, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1517, 'oppo_double_hit': 36}}"
-5298.732307,999000,2135.320612,"{'left': {'oppo_miss_start': 5340, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1446, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5208, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1518, 'oppo_double_hit': 36}}"
-5297.66418,1000000,2137.465019,"{'left': {'oppo_miss_start': 5343, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1450, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5210, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1519, 'oppo_double_hit': 36}}"
-5296.59074,1001000,2139.528878,"{'left': {'oppo_miss_start': 5345, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1453, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5212, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1519, 'oppo_double_hit': 36}}"
-5291.528252,1002000,2141.565098,"{'left': {'oppo_miss_start': 5346, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1459, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5212, 'oppo_slow_ball': 24, 'oppo_miss_catch': 1520, 'oppo_double_hit': 36}}"
-5292.528252,1003000,2143.691483,"{'left': {'oppo_miss_start': 5347, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1459, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5212, 'oppo_slow_ball': 25, 'oppo_miss_catch': 1520, 'oppo_double_hit': 36}}"
-5286.405073,1004000,2145.726146,"{'left': {'oppo_miss_start': 5348, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1466, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5213, 'oppo_slow_ball': 25, 'oppo_miss_catch': 1520, 'oppo_double_hit': 36}}"
-5282.141405,1005000,2147.836001,"{'left': {'oppo_miss_start': 5349, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1472, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5214, 'oppo_slow_ball': 25, 'oppo_miss_catch': 1521, 'oppo_double_hit': 36}}"
-5284.988116,1006000,2149.845901,"{'left': {'oppo_miss_start': 5354, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1475, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5219, 'oppo_slow_ball': 25, 'oppo_miss_catch': 1522, 'oppo_double_hit': 36}}"
-5283.870185,1007000,2151.952247,"{'left': {'oppo_miss_start': 5359, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1480, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5223, 'oppo_slow_ball': 25, 'oppo_miss_catch': 1522, 'oppo_double_hit': 36}}"
-5283.829881,1008000,2154.085866,"{'left': {'oppo_miss_start': 5360, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1482, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5224, 'oppo_slow_ball': 25, 'oppo_miss_catch': 1523, 'oppo_double_hit': 36}}"
-5280.723183,1009000,2156.16391,"{'left': {'oppo_miss_start': 5362, 'oppo_slow_ball': 9, 'oppo_miss_catch': 1486, 'oppo_double_hit': 1, 'not_finish': 0}, 'right': {'oppo_miss_start': 5224, 'oppo_slow_ball': 25, 'oppo_miss_catch': 1524, 'oppo_double_hit': 36}}"
