#{"t_start": 1573703805.444409, "env_id": "RoboschoolPong-v1"}
r,l,t,score_board
-297.713747,54000,140.510463,"{'left': {'oppo_miss_start': 287, 'oppo_slow_ball': 0, 'oppo_miss_catch': 61, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 279, 'oppo_slow_ball': 1, 'oppo_miss_catch': 78, 'oppo_double_hit': 2}}"
-299.698458,55000,142.944661,"{'left': {'oppo_miss_start': 290, 'oppo_slow_ball': 0, 'oppo_miss_catch': 62, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 281, 'oppo_slow_ball': 1, 'oppo_miss_catch': 79, 'oppo_double_hit': 2}}"
-301.688335,56000,145.462634,"{'left': {'oppo_miss_start': 293, 'oppo_slow_ball': 0, 'oppo_miss_catch': 64, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 285, 'oppo_slow_ball': 1, 'oppo_miss_catch': 79, 'oppo_double_hit': 2}}"
-308.641881,57000,147.969286,"{'left': {'oppo_miss_start': 297, 'oppo_slow_ball': 0, 'oppo_miss_catch': 66, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 289, 'oppo_slow_ball': 1, 'oppo_miss_catch': 84, 'oppo_double_hit': 2}}"
-313.607445,58000,150.493804,"{'left': {'oppo_miss_start': 299, 'oppo_slow_ball': 0, 'oppo_miss_catch': 66, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 291, 'oppo_slow_ball': 1, 'oppo_miss_catch': 87, 'oppo_double_hit': 2}}"
-319.607445,59000,152.970073,"{'left': {'oppo_miss_start': 304, 'oppo_slow_ball': 0, 'oppo_miss_catch': 66, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 295, 'oppo_slow_ball': 1, 'oppo_miss_catch': 89, 'oppo_double_hit': 2}}"
-330.607445,60000,155.463497,"{'left': {'oppo_miss_start': 313, 'oppo_slow_ball': 0, 'oppo_miss_catch': 66, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 305, 'oppo_slow_ball': 1, 'oppo_miss_catch': 90, 'oppo_double_hit': 2}}"
-340.607445,61000,157.963164,"{'left': {'oppo_miss_start': 318, 'oppo_slow_ball': 0, 'oppo_miss_catch': 66, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 310, 'oppo_slow_ball': 1, 'oppo_miss_catch': 95, 'oppo_double_hit': 2}}"
-347.580208,62000,160.449593,"{'left': {'oppo_miss_start': 326, 'oppo_slow_ball': 0, 'oppo_miss_catch': 66, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 316, 'oppo_slow_ball': 1, 'oppo_miss_catch': 96, 'oppo_double_hit': 2}}"
-350.541034,63000,162.980782,"{'left': {'oppo_miss_start': 331, 'oppo_slow_ball': 0, 'oppo_miss_catch': 69, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 322, 'oppo_slow_ball': 1, 'oppo_miss_catch': 96, 'oppo_double_hit': 2}}"
-356.522121,64000,165.473281,"{'left': {'oppo_miss_start': 338, 'oppo_slow_ball': 0, 'oppo_miss_catch': 70, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 328, 'oppo_slow_ball': 1, 'oppo_miss_catch': 97, 'oppo_double_hit': 2}}"
-359.491207,65000,167.93105,"{'left': {'oppo_miss_start': 341, 'oppo_slow_ball': 0, 'oppo_miss_catch': 71, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 331, 'oppo_slow_ball': 1, 'oppo_miss_catch': 98, 'oppo_double_hit': 2}}"
-365.486132,66000,170.447718,"{'left': {'oppo_miss_start': 345, 'oppo_slow_ball': 0, 'oppo_miss_catch': 71, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 335, 'oppo_slow_ball': 1, 'oppo_miss_catch': 100, 'oppo_double_hit': 2}}"
-364.471846,67000,172.931625,"{'left': {'oppo_miss_start': 346, 'oppo_slow_ball': 0, 'oppo_miss_catch': 72, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 335, 'oppo_slow_ball': 1, 'oppo_miss_catch': 100, 'oppo_double_hit': 2}}"
-371.471846,68000,175.477067,"{'left': {'oppo_miss_start': 350, 'oppo_slow_ball': 0, 'oppo_miss_catch': 72, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 339, 'oppo_slow_ball': 1, 'oppo_miss_catch': 103, 'oppo_double_hit': 2}}"
-375.396402,69000,177.987658,"{'left': {'oppo_miss_start': 355, 'oppo_slow_ball': 0, 'oppo_miss_catch': 74, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 343, 'oppo_slow_ball': 1, 'oppo_miss_catch': 105, 'oppo_double_hit': 2}}"
-378.377329,70000,180.497666,"{'left': {'oppo_miss_start': 358, 'oppo_slow_ball': 0, 'oppo_miss_catch': 75, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 345, 'oppo_slow_ball': 1, 'oppo_miss_catch': 107, 'oppo_double_hit': 2}}"
-381.352129,71000,182.99343,"{'left': {'oppo_miss_start': 360, 'oppo_slow_ball': 0, 'oppo_miss_catch': 76, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 346, 'oppo_slow_ball': 1, 'oppo_miss_catch': 110, 'oppo_double_hit': 2}}"
-390.333056,72000,185.513513,"{'left': {'oppo_miss_start': 369, 'oppo_slow_ball': 0, 'oppo_miss_catch': 76, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 354, 'oppo_slow_ball': 1, 'oppo_miss_catch': 111, 'oppo_double_hit': 2}}"
-391.304943,73000,188.046284,"{'left': {'oppo_miss_start': 371, 'oppo_slow_ball': 0, 'oppo_miss_catch': 78, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 356, 'oppo_slow_ball': 1, 'oppo_miss_catch': 112, 'oppo_double_hit': 2}}"
-393.294683,74000,190.499064,"{'left': {'oppo_miss_start': 373, 'oppo_slow_ball': 0, 'oppo_miss_catch': 78, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 356, 'oppo_slow_ball': 1, 'oppo_miss_catch': 114, 'oppo_double_hit': 2}}"
-403.280481,75000,192.983509,"{'left': {'oppo_miss_start': 381, 'oppo_slow_ball': 0, 'oppo_miss_catch': 78, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 364, 'oppo_slow_ball': 1, 'oppo_miss_catch': 116, 'oppo_double_hit': 2}}"
-407.275392,76000,195.464657,"{'left': {'oppo_miss_start': 385, 'oppo_slow_ball': 0, 'oppo_miss_catch': 79, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 368, 'oppo_slow_ball': 1, 'oppo_miss_catch': 117, 'oppo_double_hit': 2}}"
-411.265611,77000,197.979092,"{'left': {'oppo_miss_start': 390, 'oppo_slow_ball': 0, 'oppo_miss_catch': 80, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 373, 'oppo_slow_ball': 1, 'oppo_miss_catch': 117, 'oppo_double_hit': 2}}"
-421.265611,78000,200.433728,"{'left': {'oppo_miss_start': 397, 'oppo_slow_ball': 0, 'oppo_miss_catch': 80, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 381, 'oppo_slow_ball': 1, 'oppo_miss_catch': 119, 'oppo_double_hit': 2}}"
-422.264305,79000,202.957736,"{'left': {'oppo_miss_start': 399, 'oppo_slow_ball': 0, 'oppo_miss_catch': 80, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 382, 'oppo_slow_ball': 1, 'oppo_miss_catch': 119, 'oppo_double_hit': 2}}"
-425.24625,80000,205.458136,"{'left': {'oppo_miss_start': 402, 'oppo_slow_ball': 0, 'oppo_miss_catch': 81, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 384, 'oppo_slow_ball': 2, 'oppo_miss_catch': 120, 'oppo_double_hit': 2}}"
-432.24625,81000,207.931556,"{'left': {'oppo_miss_start': 408, 'oppo_slow_ball': 0, 'oppo_miss_catch': 82, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 391, 'oppo_slow_ball': 2, 'oppo_miss_catch': 121, 'oppo_double_hit': 2}}"
-432.219,82000,210.426989,"{'left': {'oppo_miss_start': 408, 'oppo_slow_ball': 0, 'oppo_miss_catch': 82, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 391, 'oppo_slow_ball': 2, 'oppo_miss_catch': 121, 'oppo_double_hit': 2}}"
-439.157374,83000,212.939914,"{'left': {'oppo_miss_start': 414, 'oppo_slow_ball': 0, 'oppo_miss_catch': 83, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 397, 'oppo_slow_ball': 3, 'oppo_miss_catch': 122, 'oppo_double_hit': 2}}"
-441.139619,84000,215.406125,"{'left': {'oppo_miss_start': 418, 'oppo_slow_ball': 0, 'oppo_miss_catch': 85, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 401, 'oppo_slow_ball': 3, 'oppo_miss_catch': 122, 'oppo_double_hit': 2}}"
-440.120446,85000,217.986998,"{'left': {'oppo_miss_start': 420, 'oppo_slow_ball': 0, 'oppo_miss_catch': 87, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 402, 'oppo_slow_ball': 3, 'oppo_miss_catch': 122, 'oppo_double_hit': 2}}"
-448.104551,86000,220.51637,"{'left': {'oppo_miss_start': 427, 'oppo_slow_ball': 0, 'oppo_miss_catch': 88, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 410, 'oppo_slow_ball': 3, 'oppo_miss_catch': 123, 'oppo_double_hit': 2}}"
-452.095042,87000,223.014605,"{'left': {'oppo_miss_start': 433, 'oppo_slow_ball': 0, 'oppo_miss_catch': 89, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 414, 'oppo_slow_ball': 3, 'oppo_miss_catch': 123, 'oppo_double_hit': 3}}"
-455.078226,88000,225.535404,"{'left': {'oppo_miss_start': 437, 'oppo_slow_ball': 0, 'oppo_miss_catch': 90, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 417, 'oppo_slow_ball': 3, 'oppo_miss_catch': 124, 'oppo_double_hit': 3}}"
-458.064754,89000,228.009696,"{'left': {'oppo_miss_start': 440, 'oppo_slow_ball': 0, 'oppo_miss_catch': 91, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 419, 'oppo_slow_ball': 3, 'oppo_miss_catch': 125, 'oppo_double_hit': 4}}"
-461.043006,90000,230.552471,"{'left': {'oppo_miss_start': 445, 'oppo_slow_ball': 0, 'oppo_miss_catch': 93, 'oppo_double_hit': 0, 'not_finish': 0}, 'right': {'oppo_miss_start': 424, 'oppo_slow_ball': 3, 'oppo_miss_catch': 125, 'oppo_double_hit': 4}}"
